Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,TypeScript,
2004,0.33999999999999997,0.36,10.08,4.71,0.43,0,2.82,0,0.03,0.22,30.37,8.649999999999999,0,0,0.16,2.11,0.19,7.380000000000001,18.75,2.53,0.38999999999999996,0.33,0.08,0.03,0,0
2005,0.33,0.33999999999999997,9.3,6.17,0.38999999999999996,0,2.5,0,0.08,0.24,30.36,8.42,0,0,0.21,2.2800000000000002,0.13,6.4799999999999995,19.5,2.98,0.44,0.62,0.11,0.01,0,0
2006,0.33999999999999997,0.22999999999999998,8.66,6.47,0.44,0,1.9300000000000002,0,0.11,0.27999999999999997,30.43,8.41,0,0,0.36,2.23,0.11,5.37,20.64,3.6700000000000004,0.53,1.91,0.06999999999999999,0.03,0,0
2007,0.32,0.21,7.920000000000001,6.819999999999999,0.32,0,1.8399999999999999,0,0.16999999999999998,0.31,30.599999999999998,8.37,0,0,0.3,2.4,0.12,4.79,20.349999999999998,4.4799999999999995,0.58,2.77,0.11,0.06,0,0
2008,0.32,0.26,7.93,7.6499999999999995,0.38999999999999996,0,1.71,0,0.26,0.33999999999999997,30.3,8.25,0,0,0.44,2.54,0.15,3.9800000000000004,19.66,5.0200000000000005,0.77,2.94,0.08,0.15,0,0
2009,0.4,0.2,8.68,7.340000000000001,0.43,0,1.54,0,0.31,0.33999999999999997,28.23,7.79,0,0,0.51,2.8899999999999997,0.16,4.1000000000000005,19.16,6.43,1.06,2.6599999999999997,0.11,0.19,0,0
2010,0.61,0.18,11.600000000000001,6.2700000000000005,0.52,0,1.3,0.04,0.37,0.32,28.439999999999998,7.37,0,0,0.5,3.3000000000000003,0.27999999999999997,3.27,18,6.25,1.2,2.18,0.1,0.21,0,0
2011,0.59,0.21,12.559999999999999,6.35,0.45999999999999996,0.08,1.0699999999999998,0.02,0.32,0.22999999999999998,28.38,7.1,0,0,0.48,3.15,1.97,2.44,16.64,6.950000000000001,1.31,2.6,0.06,0.25,0,0
2012,0.65,0.21,9.13,8.469999999999999,0.38999999999999996,0.13,0.9199999999999999,0.05,0.38,0.29,27.42,6.99,0.1,0,0.64,3.2399999999999998,4.3999999999999995,2.23,15.299999999999999,8.07,1.58,2.71,0.06999999999999999,0.36,0,0
2013,0.58,0.22999999999999998,8.129999999999999,9.82,0.33,0.13,0.75,0.1,0.38999999999999996,0.27999999999999997,26.41,7.55,0.12,0,0.7000000000000001,3.17,5.37,1.83,14.32,9.56,1.9900000000000002,2.7199999999999998,0.06999999999999999,0.45999999999999996,0,0.08
2014,0.63,0.31,7.9399999999999995,9.75,0.37,0.2,0.69,0.16,0.47000000000000003,0.36,26.11,7.82,0.19,0,0.66,2.9899999999999998,6.4399999999999995,0.89,13.04,10.27,2.3,2.6100000000000003,0.32,0.66,0.32,0.12
2015,0.58,0.35000000000000003,7.66,9.46,0.32,0.12,0.54,0.22999999999999998,0.5,0.38,25.34,7.5,0.18,0,0.51,3.2099999999999995,5.74,1.31,11.83,11.200000000000001,2.85,2.62,0.21,0.77,2.6599999999999997,0.16999999999999998
2016,0.43,0.33999999999999997,7.48,9.1,0.26,0.11,0.41000000000000003,0.33999999999999997,0.37,0.3,24.23,7.8,0.2,0.05,0.53,2.96,5.55,1,11.129999999999999,13.320000000000002,3.34,2.33,0.26,1.03,3.45,0.5499999999999999
2017,0.45999999999999996,0.42,7.13,8.5,0.31,0.12,0.33,0.61,0.43,0.33,21.88,8.33,0.21,0.27999999999999997,0.49,2.6100000000000003,4.54,0.84,9.569999999999999,17.23,4.07,2.11,0.36,1.3,3.47,1.1900000000000002
2018,0.53,0.35000000000000003,5.99,7.739999999999999,0.33,0.18,0.24,0.86,0.48,0.3,21.82,8.450000000000001,0.18,0.9299999999999999,0.38,2.18,3.3300000000000005,0.75,7.84,23.06,4.06,1.6199999999999999,0.35000000000000003,1.2,2.76,1.48
2019,0.5499999999999999,0.36,5.800000000000001,7.249999999999999,0.31,0.33,0.26,1.1199999999999999,0.48,0.3,20.14,8.27,0.25,1.3,0.36,1.9300000000000002,2.73,0.6,6.8500000000000005,27.54,3.94,1.35,0.5499999999999999,1.11,2.32,1.66
2020,0.48,0.41000000000000003,5.75,6.819999999999999,0.4,0.51,0.27,1.37,0.44,0.27999999999999997,17.299999999999997,8.01,0.37,1.49,0.38,1.8599999999999999,2.45,0.41000000000000003,6,31.669999999999998,4.01,1.2,0.8200000000000001,1.01,2.18,1.8900000000000001
2021,0.61,0.72,6.619999999999999,6.9,0.36,0.5499999999999999,0.24,1.4200000000000002,0.41000000000000003,0.21,17.72,8.309999999999999,0.42,1.6199999999999999,0.49,1.71,2.52,0.4,6.15,29.9,3.93,1.1199999999999999,1.13,0.67,1.96,1.8900000000000001,1.3299999999999998,0.7000000000000001
